,average_stars,review_count,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,cool,fans,funny,rev_length,rev_stars,rev_use,friend_count,friend_label,rev_count_label,buss_star,buss_review,alpha_length,length_lemmatize,NN,NNP,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,Faker
99,4.57,7,0,0,0,0,0,0,0,0,0,0,0,0,565,5,0,0,0,1,3.5,77.0,94,52,11,0.0,7.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,1.0,6.0,1.0,4.0,0.0,5.0,2.0,0.0,1.0,2.0,0
100,3.46,13,1,0,1,0,0,0,0,0,2,0,1,0,1347,5,1,0,0,1,2.0,45.0,249,124,57,0.0,8.0,0.0,0.0,10.0,2.0,19.0,0.0,0.0,0.0,12.0,12.0,7.0,6.0,11.0,8.0,2.0,1.0,3.0,0
101,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,116,5,0,0,0,1,2.5,22.0,21,12,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0
102,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,673,5,1,0,0,1,3.5,120.0,109,55,24,0.0,5.0,0.0,1.0,8.0,3.0,6.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,7.0,2.0,0.0,1.0,1.0,0
103,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,754,5,2,0,0,0,4.0,286.0,148,72,26,0.0,7.0,0.0,0.0,5.0,3.0,17.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,11.0,7.0,0.0,0.0,2.0,0
104,2.7,10,0,0,0,0,0,0,0,0,1,0,0,1,540,1,3,0,0,1,4.0,325.0,103,48,27,0.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0
105,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,348,5,1,0,0,1,3.5,143.0,58,34,14,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0
106,3.79,11,0,0,0,0,0,0,0,0,0,0,0,0,847,4,1,0,0,1,4.5,127.0,153,74,33,0.0,6.0,1.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,6.0,8.0,6.0,1.0,3.0,2.0,1.0,1.0,0.0,0
107,3.4,5,0,0,0,0,0,0,0,0,0,0,0,0,2507,5,3,0,0,1,5.0,22.0,484,225,70,0.0,28.0,1.0,0.0,41.0,14.0,25.0,0.0,0.0,1.0,34.0,41.0,15.0,5.0,11.0,6.0,2.0,3.0,4.0,0
108,2.07,9,0,0,0,0,0,0,0,0,0,0,0,2,367,1,0,0,0,1,3.5,6.0,62,36,12,0.0,3.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0
109,3.45,19,0,0,0,0,0,0,0,0,0,1,0,13,312,4,0,0,0,1,4.0,1051.0,55,27,17,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0
110,3.7,154,0,0,0,0,0,0,4,0,3,0,0,0,352,5,1,0,0,4,3.5,3838.0,63,32,10,0.0,2.0,0.0,3.0,3.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,0
111,4.33,3,0,0,0,0,0,0,0,0,0,1,0,0,439,5,0,0,0,1,4.0,289.0,77,38,14,0.0,7.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0
112,4.25,4,0,0,0,0,0,0,0,0,0,1,0,0,539,5,0,0,0,1,5.0,21.0,99,51,22,0.0,4.0,0.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,3.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0
113,3.24,47,0,0,0,0,0,0,1,0,3,0,4,0,1022,2,0,0,0,2,4.0,49.0,185,91,31,0.0,7.0,0.0,0.0,19.0,3.0,15.0,0.0,0.0,3.0,14.0,12.0,6.0,0.0,5.0,2.0,0.0,1.0,1.0,0
114,3.2,5,1,0,1,0,0,0,0,0,0,0,0,0,313,2,0,0,0,1,3.5,19.0,62,30,10,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0
115,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,194,1,1,0,0,1,3.5,853.0,38,19,11,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
116,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,631,1,0,0,0,1,4.5,58.0,117,75,26,0.0,4.0,0.0,0.0,6.0,1.0,13.0,1.0,0.0,0.0,6.0,6.0,1.0,2.0,5.0,6.0,0.0,0.0,1.0,0
117,4.28,18,0,0,0,0,0,0,0,0,1,0,0,2,263,5,0,279,3,1,3.5,22.0,45,26,12,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
118,4.5,8,0,0,0,0,0,0,0,0,0,1,0,1,149,5,2,0,0,1,3.0,11.0,25,14,5,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
119,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,537,5,1,0,0,0,2.5,12.0,93,49,21,1.0,3.0,1.0,0.0,6.0,1.0,9.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0
120,3.2,5,0,0,0,0,0,0,0,0,0,0,0,0,433,3,0,0,0,1,3.5,222.0,80,38,13,0.0,4.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,1.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0
121,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,318,5,1,0,0,1,4.0,2448.0,55,30,13,0.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
122,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,472,5,0,0,0,0,3.5,34.0,76,41,17,0.0,5.0,0.0,0.0,4.0,4.0,6.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0
123,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,212,5,0,0,0,0,1.5,19.0,39,18,4,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0
124,3.75,8,0,0,0,0,0,0,0,0,0,0,0,0,174,5,0,0,0,1,4.0,42.0,28,20,3,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
125,2.6,5,0,0,0,0,0,0,0,0,0,0,0,0,640,3,3,0,0,1,4.5,7.0,112,57,24,0.0,1.0,0.0,0.0,4.0,3.0,14.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0
126,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,414,5,0,0,0,1,4.5,7.0,74,36,19,0.0,4.0,1.0,2.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0
127,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,132,5,0,0,0,1,4.5,339.0,20,14,5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,2.36,29,0,0,0,0,0,0,1,0,0,1,0,56,617,2,0,0,0,2,4.0,23.0,124,52,19,0.0,2.0,0.0,0.0,5.0,4.0,14.0,0.0,0.0,2.0,5.0,17.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0
129,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,580,5,0,0,0,1,3.5,85.0,98,57,33,0.0,4.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0
130,3.46,109,6,0,6,4,0,0,0,0,6,9,1,5,4950,5,10,11,1,4,1.5,210.0,926,407,150,0.0,32.0,2.0,4.0,77.0,11.0,93.0,2.0,0.0,8.0,52.0,35.0,13.0,13.0,43.0,38.0,9.0,4.0,8.0,0
131,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,291,5,0,0,0,0,3.0,129.0,54,26,11,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
132,4.39,23,0,0,0,0,0,0,0,0,0,0,0,1,224,4,0,0,0,2,3.0,12.0,41,21,7,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
133,4.55,11,0,0,0,0,0,0,0,0,0,0,0,0,1044,4,1,0,0,1,5.0,78.0,189,92,48,0.0,5.0,0.0,1.0,11.0,0.0,11.0,1.0,0.0,0.0,8.0,13.0,3.0,1.0,6.0,7.0,1.0,0.0,3.0,0
134,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,316,4,3,0,0,0,3.0,117.0,56,32,14,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0
135,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,201,5,0,0,0,0,5.0,5.0,37,17,4,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0
136,3.0,4,0,0,0,0,0,0,0,0,0,8,0,0,244,1,0,0,0,1,4.0,15.0,46,24,9,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
137,2.83,10,0,0,0,0,0,0,1,0,0,0,0,0,370,4,0,0,0,1,3.0,20.0,75,30,10,0.0,5.0,0.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,0
138,4.4,14,0,0,0,0,0,0,2,0,0,0,1,0,592,3,0,0,0,1,4.5,121.0,107,59,22,0.0,8.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,3.0,5.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0
139,2.46,10,0,0,0,0,0,0,0,0,0,1,0,0,825,1,1,0,0,1,3.0,60.0,155,69,35,0.0,4.0,0.0,0.0,8.0,5.0,11.0,0.0,0.0,0.0,7.0,12.0,4.0,6.0,1.0,6.0,2.0,0.0,0.0,0
140,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,188,2,1,0,0,0,4.5,14.0,33,14,3,0.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0
141,5.0,6,0,0,0,0,0,0,0,0,0,0,0,0,155,5,0,0,0,1,3.0,37.0,26,13,6,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
142,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,325,5,0,0,0,0,4.0,205.0,58,29,16,0.0,3.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0
143,3.8,5,0,0,0,0,0,0,0,0,0,0,0,0,173,2,0,0,0,1,3.5,6.0,33,21,8,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
144,2.5,2,0,0,0,0,0,0,0,0,0,1,0,0,156,4,0,0,0,1,4.0,3964.0,28,16,6,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
145,3.0,2,0,0,0,0,0,0,0,0,0,0,0,2,676,5,0,0,0,1,3.0,57.0,127,74,27,0.0,12.0,0.0,0.0,8.0,1.0,4.0,1.0,0.0,0.0,7.0,9.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0
146,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,258,1,4,0,0,1,3.0,884.0,54,23,10,0.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0
147,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,289,5,0,0,0,1,4.5,287.0,56,28,16,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0
148,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1939,1,4,0,0,0,4.0,161.0,341,158,74,0.0,11.0,0.0,3.0,25.0,8.0,21.0,0.0,0.0,1.0,20.0,27.0,7.0,9.0,4.0,1.0,2.0,1.0,2.0,0
149,5.0,3,0,0,0,0,0,0,0,0,0,6,0,4,432,5,3,0,0,1,4.5,100.0,87,38,14,0.0,6.0,0.0,0.0,4.0,2.0,8.0,0.0,0.0,1.0,5.0,5.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0
150,3.8,5,0,0,0,0,0,0,0,0,0,1,0,0,256,5,0,0,0,1,3.0,98.0,49,26,11,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0
151,4.6,5,0,0,0,0,0,0,0,0,0,0,1,0,455,5,3,0,0,1,4.0,186.0,84,33,14,0.0,2.0,0.0,0.0,10.0,5.0,6.0,0.0,0.0,1.0,2.0,8.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0
152,3.2,5,0,0,0,0,0,0,0,0,0,0,0,0,137,3,0,0,0,1,3.5,328.0,26,13,3,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,3.75,8,0,0,0,0,0,0,0,0,1,0,0,0,295,3,0,0,0,1,4.5,6.0,54,31,13,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0
154,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,272,1,0,0,0,1,4.0,38.0,49,26,8,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
155,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,387,1,2,0,0,0,5.0,22.0,72,28,14,0.0,3.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0
156,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,1,4.5,12.0,20,11,5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
157,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,111,5,0,0,0,1,3.0,16.0,19,9,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
158,3.84,47,0,0,0,0,0,0,0,0,0,0,0,0,368,3,0,324,3,2,4.5,469.0,65,30,8,0.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,2.0,11.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0
159,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,458,5,0,0,0,1,3.5,82.0,91,43,16,0.0,6.0,1.0,0.0,8.0,3.0,4.0,0.0,0.0,2.0,4.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0
160,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,156,5,0,0,0,0,5.0,5.0,26,17,8,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
161,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,197,5,0,0,0,0,3.0,755.0,34,21,9,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1
162,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,191,5,0,0,0,1,2.5,2171.0,38,19,6,0.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
163,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,5,0,0,0,0,4.0,2935.0,18,13,5,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
164,4.24,19,0,0,0,0,0,0,0,0,0,0,0,1,440,2,0,0,0,1,4.0,236.0,82,38,21,0.0,3.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,1.0,4.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1
165,3.92,12,0,0,0,0,0,0,0,0,0,0,0,0,696,3,0,0,0,1,3.0,62.0,131,58,14,0.0,5.0,0.0,0.0,6.0,3.0,15.0,0.0,0.0,1.0,10.0,8.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1
166,5.0,11,0,0,0,0,0,0,0,0,0,0,0,0,2398,5,0,0,0,1,4.0,113.0,463,229,95,1.0,19.0,0.0,0.0,26.0,15.0,33.0,1.0,0.0,6.0,21.0,47.0,8.0,8.0,6.0,5.0,2.0,0.0,0.0,1
167,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,552,5,0,0,0,0,5.0,31.0,107,51,22,0.0,3.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,9.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1
168,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,1,0,0,0,0,3.5,3.0,45,22,16,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169,2.6,4,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0,0,0,1,3.5,170.0,23,15,4,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,897,1,0,0,0,0,4.5,14.0,161,77,30,0.0,5.0,0.0,0.0,6.0,3.0,16.0,0.0,0.0,1.0,11.0,17.0,4.0,6.0,1.0,0.0,0.0,1.0,2.0,1
171,3.32,76,0,0,0,0,0,0,0,1,1,6,2,16,432,4,0,0,0,3,4.5,403.0,88,43,23,0.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
172,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0,434,5,0,0,0,1,4.5,294.0,76,38,20,0.0,4.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,5.0,4.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1
173,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,139,5,1,0,0,1,4.5,475.0,26,13,5,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
174,3.67,3,0,0,0,0,0,0,0,0,0,0,0,0,163,5,0,0,0,1,5.0,1463.0,29,14,7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
175,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1631,1,0,0,0,0,4.5,250.0,316,139,60,0.0,11.0,1.0,0.0,23.0,14.0,21.0,0.0,0.0,3.0,20.0,38.0,3.0,8.0,6.0,2.0,3.0,2.0,1.0,1
176,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,411,5,0,0,0,0,5.0,76.0,78,35,16,0.0,1.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
177,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,540,1,0,0,0,1,4.5,801.0,89,48,21,0.0,2.0,0.0,0.0,7.0,3.0,5.0,0.0,0.0,1.0,9.0,8.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1
178,2.25,4,0,0,0,0,0,0,0,0,0,0,0,0,1413,2,0,0,0,1,4.0,1191.0,267,119,42,0.0,11.0,0.0,0.0,18.0,5.0,22.0,1.0,0.0,3.0,21.0,22.0,3.0,7.0,6.0,4.0,1.0,4.0,0.0,1
179,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,461,5,0,0,0,0,4.0,27.0,78,41,13,0.0,5.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1
180,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,592,3,0,0,0,0,4.5,110.0,104,51,19,0.0,5.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,5.0,6.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0
181,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,1,1,0,0,1,3.5,1987.0,25,17,8,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0
182,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,375,5,0,0,0,0,2.0,45.0,70,38,16,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0
183,4.33,3,0,0,0,0,0,0,0,0,0,0,0,0,155,5,0,0,0,1,4.0,69.0,28,15,6,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,464,1,0,0,0,0,2.5,49.0,88,40,16,0.0,2.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,5.0,14.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
185,5.0,7,0,0,0,0,0,0,0,0,0,0,0,0,446,5,2,0,0,1,4.5,32.0,86,38,13,0.0,2.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,8.0,4.0,0.0,2.0,0.0,0
186,4.22,7,0,0,0,0,0,0,0,0,0,0,0,0,101,5,0,0,0,1,3.0,164.0,17,14,6,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,132,3,0,0,0,1,3.5,299.0,26,11,3,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
188,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,183,1,0,0,0,1,4.0,159.0,31,16,6,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0
189,4.48,23,0,0,0,0,0,0,0,0,0,1,0,0,347,5,1,0,0,2,2.0,21.0,61,28,11,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0
190,3.75,4,0,0,0,0,0,0,0,0,0,0,0,0,182,5,0,0,0,1,4.0,167.0,33,19,8,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0
191,3.9,10,0,0,0,0,0,0,0,0,0,0,0,0,728,5,0,0,0,1,2.5,64.0,125,60,27,0.0,3.0,0.0,0.0,4.0,2.0,7.0,2.0,0.0,1.0,5.0,7.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,0
192,2.33,2,0,0,0,0,0,0,0,0,0,0,0,0,545,1,5,0,0,1,5.0,16.0,88,46,19,0.0,6.0,1.0,0.0,4.0,2.0,8.0,0.0,0.0,1.0,5.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0
193,4.67,3,1,0,1,0,0,0,0,0,0,0,0,0,756,4,0,0,0,1,4.0,138.0,128,67,21,0.0,7.0,0.0,0.0,7.0,2.0,19.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,7.0,4.0,1.0,1.0,0.0,0
194,4.1,10,0,0,0,0,0,0,0,0,0,0,0,0,302,5,0,0,0,1,5.0,35.0,61,22,10,0.0,2.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0
195,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,472,1,0,0,0,0,4.0,11.0,89,42,18,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,6.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0
196,2.14,7,0,0,0,0,0,0,0,0,0,0,0,0,769,2,0,0,0,1,1.0,0.0,138,63,29,0.0,2.0,0.0,1.0,4.0,0.0,11.0,1.0,0.0,1.0,7.0,14.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,0
197,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,190,5,0,0,0,1,1.0,0.0,34,17,5,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0
198,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,99,5,1,0,0,1,1.0,0.0,19,8,2,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
199,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,217,5,0,0,0,0,1.0,0.0,39,20,9,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0
